0.000000	0.565487	
0.500000	0.424115	
1.000000	0.424115	
1.500000	0.424115	
2.000000	0.424115	
2.500000	0.408407	
3.000000	0.424115	
3.500000	0.408407	
4.000000	0.062832	
4.500000	0.031416	
5.000000	1.932079	
#5.500000	2.419026	
#6.000000	2.890265	
#6.500000	3.361504	
#7.000000	3.832743	
#7.500000	4.288274	
#8.000000	4.759513	
#8.500000	5.215044	
#9.000000	5.670575	
#9.500000	6.110398	
#10.000000	6.974336	
